Detail,Value,ds,reading_fee_paid,amount_paid,Coupon_Discount,payable_amount,transaction_type_id,transaction,member_branch_id,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Coupon_Discount,Coupon_Discount_lower,Coupon_Discount_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,member_branch_id,member_branch_id_lower,member_branch_id_upper,payable_amount,payable_amount_lower,payable_amount_upper,reading_fee_paid,reading_fee_paid_lower,reading_fee_paid_upper,transaction_type_id,transaction_type_id_lower,transaction_type_id_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-09-17,18499.299270072992,18594.598540145984,3032.598540145985,22903.10218978102,1.0145985401459854,,287.1459854014599,1,2024-09-17,3.6268286403462335,0.3615867478324136,7.728244957898053,3.6268286357054937,3.6268286434929773,-1.6313715028270688,-1.6313715028270688,-1.6313715028270688,0.5255054882181907,0.5255054882181907,0.5255054882181907,4.840102135664267,4.840102135664267,4.840102135664267,1.175184,1.175184,1.175184,-0.36988047988165834,-0.36988047988165834,-0.36988047988165834,-0.04407898192538884,-0.04407898192538884,-0.04407898192538884,0.8530439042640187,0.8530439042640187,0.8530439042640187,-4.394900318318864,-4.394900318318864,-4.394900318318864,0.0073242832613775125,0.0073242832613775125,0.0073242832613775125,-0.28192088782761626,-0.28192088782761626,-0.28192088782761626,0.002122855927464834,0.002122855927464834,0.002122855927464834,0.0,0.0,0.0,4.152334128564425
,,2024-09-18,17565.401459854016,18261.299270072992,3098.4671532846714,21045.19708029197,0.9051094890510948,,263.97810218978105,2,2024-09-18,3.627023478621799,0.7963976177216132,8.144148873948962,3.627023473649767,3.6270234823831187,-1.608275304205881,-1.608275304205881,-1.608275304205881,0.5976513474394658,0.5976513474394658,0.5976513474394658,4.900119534938114,4.900119534938114,4.900119534938114,1.175184,1.175184,1.175184,-0.3948574062433917,-0.3948574062433917,-0.3948574062433917,-0.05072403423986116,-0.05072403423986116,-0.05072403423986116,0.9077986723423999,0.9077986723423999,0.9077986723423999,-4.551996136065271,-4.551996136065271,-4.551996136065271,0.008219860987107027,0.008219860987107027,0.008219860987107027,-0.2534965955683696,-0.2534965955683696,-0.2534965955683696,0.07082134925122678,0.07082134925122678,0.07082134925122678,0.0,0.0,0.0,4.224674826061265
,,2024-09-19,27866.71532846716,26639.905109489053,5659.708026277373,33060.01459854015,0.9270072992700731,,425.5547445255475,3,2024-09-19,3.6272183168973644,1.6927298719564936,9.149733760312099,3.6272183116318826,3.6272183209227884,-0.7102007114587467,-0.7102007114587467,-0.7102007114587467,1.8280810416072084,1.8280810416072084,1.8280810416072084,3.391378961001994,3.391378961001994,3.391378961001994,1.175184,1.175184,1.175184,0.4193873057754345,0.4193873057754345,0.4193873057754345,-0.004380342357958353,-0.004380342357958353,-0.004380342357958353,0.5537070971829592,0.5537070971829592,0.5537070971829592,-2.819158444034774,-2.819158444034774,-2.819158444034774,0.008040745441961122,0.008040745441961122,0.008040745441961122,0.09599456399897377,0.09599456399897377,0.09599456399897377,0.1375151718327997,0.1375151718327997,0.1375151718327997,0.0,0.0,0.0,5.455299358504573
,,2024-09-20,16300.437956204378,16284.036496350365,2658.394160583942,17626.934306569343,1.0364963503649636,,566.5401459854014,4,2024-09-20,3.6274131551729294,1.4886938170490605,8.594607740642797,3.6274131497247675,3.6274131596405312,-1.762582686173015,-1.762582686173015,-1.762582686173015,1.39957780190388,1.39957780190388,1.39957780190388,5.256166427371559,5.256166427371559,5.256166427371559,1.175184,1.175184,1.175184,-0.21945688013121073,-0.21945688013121073,-0.21945688013121073,0.036057334218611584,0.036057334218611584,0.036057334218611584,1.0085391162166406,1.0085391162166406,1.0085391162166406,-4.764782239481239,-4.764782239481239,-4.764782239481239,0.00714516771623161,0.00714516771623161,0.00714516771623161,0.24300633057925486,0.24300633057925486,0.24300633057925486,0.20084435145583623,0.20084435145583623,0.20084435145583623,0.0,0.0,0.0,5.026990957076809
,,2024-09-21,18583.74302189781,19083.396350364965,3286.957664233577,21253.585401459855,0.6043795620437956,,316.3532846715329,5,2024-09-21,3.6276079934484944,1.343724508673439,8.226892299006142,3.6276079878913756,3.627607998073936,-1.5421829110061185,-1.5421829110061185,-1.5421829110061185,1.2254868012299973,1.2254868012299973,1.2254868012299973,4.75208402109213,4.75208402109213,4.75208402109213,1.175184,1.175184,1.175184,-0.2941592539974156,-0.2941592539974156,-0.2941592539974156,-0.0357016938563499,-0.0357016938563499,-0.0357016938563499,0.9016572100376169,0.9016572100376169,0.9016572100376169,-4.380695594738471,-4.380695594738471,-4.380695594738471,0.010679714473777425,0.010679714473777425,0.010679714473777425,0.08497267477298652,0.08497267477298652,0.08497267477298652,0.2594893804544259,0.2594893804544259,0.2594893804544259,0.0,0.0,0.0,4.8530947946784915
,,2024-09-22,12921.970099270075,13015.491240875912,1929.3437627737226,14375.246715328467,0.9985401459854014,,306.99197080291975,6,2024-09-22,3.6278028317240603,1.1274071984269287,8.328963480233845,3.6278028258670028,3.62780283665096,-2.0182172287923943,-2.0182172287923943,-2.0182172287923943,1.036584603952747,1.036584603952747,1.036584603952747,5.844735330026181,5.844735330026181,5.844735330026181,1.175184,1.175184,1.175184,-0.4331345282160041,-0.4331345282160041,-0.4331345282160041,-0.03838672208360597,-0.03838672208360597,-0.03838672208360597,1.1043703828472111,1.1043703828472111,1.1043703828472111,-5.333091924874546,-5.333091924874546,-5.333091924874546,0.0074556346611511755,0.0074556346611511755,0.0074556346611511755,-0.017665206447431834,-0.017665206447431834,-0.017665206447431834,0.31220033861618335,0.31220033861618335,0.31220033861618335,0.0,0.0,0.0,4.664387435676807
,,2024-09-23,33375.38686131387,32891.21167883212,6590.963503649635,40554.31386861314,1.1240875912408759,,33.175182481751825,0,2024-09-23,3.627997669999625,1.8523801715008925,8.956405820116027,3.627997663609454,3.6279976753963457,-0.38366489344823396,-0.38366489344823396,-0.38366489344823396,1.8739855727179173,1.8739855727179173,1.8739855727179173,2.265702441298493,2.265702441298493,2.265702441298493,1.175184,1.175184,1.175184,0.21186763207930626,0.21186763207930626,0.21186763207930626,-0.11692332667326227,-0.11692332667326227,-0.11692332667326227,0.3328408019416052,0.3328408019416052,0.3328408019416052,-1.8925160965749437,-1.8925160965749437,-1.8925160965749437,0.006428705535647999,0.006428705535647999,0.006428705535647999,0.1291091204914231,0.1291091204914231,0.1291091204914231,0.3578248201471879,0.3578248201471879,0.3578248201471879,0.0,0.0,0.0,5.501983242717542
,,2024-09-24,24448.77372262774,24898.116788321167,5002.540145985402,26946.569343065694,0.5620437956204379,,469.6788321167884,1,2024-09-24,3.6281925082751902,1.772973427681468,8.616926770066165,3.6281925015387806,3.6281925136113147,-0.9406303374587811,-0.9406303374587811,-0.9406303374587811,1.4120617371067399,1.4120617371067399,1.4120617371067399,3.705023827668406,3.705023827668406,3.705023827668406,1.175184,1.175184,1.175184,0.12346459684526656,0.12346459684526656,0.12346459684526656,0.008275404724897743,0.008275404724897743,0.008275404724897743,0.7338779118352974,0.7338779118352974,0.7338779118352974,-3.3941082144522796,-3.3941082144522796,-3.3941082144522796,0.011026004527726169,0.011026004527726169,0.011026004527726169,-0.2819208878280067,-0.2819208878280067,-0.2819208878280067,0.3953340280894804,0.3953340280894804,0.3953340280894804,0.0,0.0,0.0,5.04025424538193
,,2024-09-25,25804.99270072993,26412.189781021898,4794.618,29798.350364963506,1.0145985401459854,,165.99270072992704,2,2024-09-25,3.6283873465507557,1.098649876584073,8.458202077943469,3.628387339469156,3.62838735235535,-1.0135362474604297,-1.0135362474604297,-1.0135362474604297,1.1767381341626635,1.1767381341626635,1.1767381341626635,3.4323837966453334,3.4323837966453334,3.4323837966453334,1.175184,1.175184,1.175184,-0.1687957082883595,-0.1687957082883595,-0.1687957082883595,-0.07882837647977188,-0.07882837647977188,-0.07882837647977188,0.6498323878379567,0.6498323878379567,0.6498323878379567,-3.1659715520928255,-3.1659715520928255,-3.1659715520928255,0.0073242832613775125,0.0073242832613775125,0.0073242832613775125,-0.2534965955682772,-0.2534965955682772,-0.2534965955682772,0.4238464380192998,0.4238464380192998,0.4238464380192998,0.0,0.0,0.0,4.80512548071342
,,2024-09-26,15209.912795620437,15540.576642335767,2512.569635036497,17871.299270072992,1.0145985401459854,,353.97810218978105,3,2024-09-26,3.6285821848263202,1.3692000001700237,8.609104797931897,3.6285821774229317,3.628582190869664,-1.8137146600433767,-1.8137146600433767,-1.8137146600433767,1.3256805000830336,1.3256805000830336,1.3256805000830336,5.390041688762615,5.390041688762615,5.390041688762615,1.175184,1.175184,1.175184,-0.3881465491428087,-0.3881465491428087,-0.3881465491428087,-0.024910078651504575,-0.024910078651504575,-0.024910078651504575,1.0013373776376429,1.0013373776376429,1.0013373776376429,-4.948225160109562,-4.948225160109562,-4.948225160109562,0.0073242832613775125,0.0073242832613775125,0.0073242832613775125,0.0959945639998159,0.0959945639998159,0.0959945639998159,0.4426484852260258,0.4426484852260258,0.4426484852260258,0.0,0.0,0.0,4.954262684909354
,,2024-09-27,17596.81754744526,18383.854014598543,2473.1094890510944,24993.09489051095,1.4744525547445255,,356.84671532846716,4,2024-09-27,3.628777023101886,1.1745613860275963,8.504176031039675,3.6287770154006815,3.628777029515834,-1.8275509824718001,-1.8275509824718001,-1.8275509824718001,1.1441154849201016,1.1441154849201016,1.1441154849201016,4.878051028657008,4.878051028657008,4.878051028657008,1.175184,1.175184,1.175184,-0.7252866403214983,-0.7252866403214983,-0.7252866403214983,-0.024087298071924362,-0.024087298071924362,-0.024087298071924362,0.7914492269957868,0.7914492269957868,0.7914492269957868,-4.5467114722438815,-4.5467114722438815,-4.5467114722438815,0.003562856813313556,0.003562856813313556,0.003562856813313556,0.24300633057906618,0.24300633057906618,0.24300633057906618,0.4512117946625341,0.4512117946625341,0.4512117946625341,0.0,0.0,0.0,4.772892508021988
,,2024-09-28,12182.616762043797,12054.744525547445,2222.9014565693433,21887.3299270073,0.8145985401459853,,210.04817518248177,5,2024-09-28,3.628971861377451,1.4094015623151417,8.363888137114373,3.6289718531347073,3.628971868060848,-1.9152840337605497,-1.9152840337605497,-1.9152840337605497,1.1801022230004132,1.1801022230004132,1.1801022230004132,6.017737566731581,6.017737566731581,6.017737566731581,1.175184,1.175184,1.175184,-0.5292610010700598,-0.5292610010700598,-0.5292610010700598,-0.06619230913596937,-0.06619230913596937,-0.06619230913596937,0.8829799727879508,0.8829799727879508,0.8829799727879508,-5.45746240293345,-5.45746240293345,-5.45746240293345,0.008960205240376759,0.008960205240376759,0.008960205240376759,0.08497267477259121,0.08497267477259121,0.08497267477259121,0.4492065492978827,0.4492065492978827,0.4492065492978827,0.0,0.0,0.0,4.8090740843778645
,,2024-09-29,12772.458394160585,12874.348905109491,2502.972262773723,14496.687591240876,0.9131386861313868,,509.1963503649635,6,2024-09-29,3.629166699653016,1.3988850929717414,8.826970079657423,3.629166691098457,3.629166706833678,-1.8170798867493922,-1.8170798867493922,-1.8170798867493922,1.4174138746426157,1.4174138746426157,1.4174138746426157,5.870150914999653,5.870150914999653,5.870150914999653,1.175184,1.175184,1.175184,-0.17661559721996228,-0.17661559721996228,-0.17661559721996228,0.019609887625125118,0.019609887625125118,0.019609887625125118,1.1007913696016702,1.1007913696016702,1.1007913696016702,-5.358242067984238,-5.358242067984238,-5.358242067984238,0.008154185287220195,0.008154185287220195,0.008154185287220195,-0.017665206447387224,-0.017665206447387224,-0.017665206447387224,0.436510678309965,0.436510678309965,0.436510678309965,0.0,0.0,0.0,5.046580574295632
,,2024-09-30,24576.807299270076,24246.291970802922,4580.004817518248,25483.051094890514,1.0145985401459854,,30.218978102189784,0,2024-09-30,3.6293615379285815,1.437896513905232,8.876833235204193,3.6293615289658177,3.629361545603913,-1.0887883053546403,-1.0887883053546403,-1.0887883053546403,1.7451094117191426,1.7451094117191426,1.7451094117191426,3.822398313130156,3.822398313130156,3.822398313130156,1.175184,1.175184,1.175184,0.027601651368325708,0.027601651368325708,0.027601651368325708,-0.11777123032397473,-0.11777123032397473,-0.11777123032397473,0.777009609922585,0.777009609922585,0.777009609922585,-3.372571019267178,-3.372571019267178,-3.372571019267178,0.0073242832613775125,0.0073242832613775125,0.0073242832613775125,0.12910912049132203,0.12910912049132203,0.12910912049132203,0.41321463985949464,0.41321463985949464,0.41321463985949464,0.0,0.0,0.0,5.3744709496477245
,,2024-10-01,24440.17518248175,25488.737226277375,4554.423357664234,27846.058394160584,2.240875912408759,,63.372262773722625,1,2024-10-01,3.629556376204147,0.9044104744937832,8.325741818726124,3.629556366849987,3.62955638432315,-1.097758199355054,-1.097758199355054,-1.097758199355054,0.9746429350771478,0.9746429350771478,0.9746429350771478,3.5986704515078483,3.5986704515078483,3.5986704515078483,1.175184,1.175184,1.175184,-0.2982418489222055,-0.2982418489222055,-0.2982418489222055,-0.10826214790042926,-0.10826214790042926,-0.10826214790042926,0.7073688537944975,0.7073688537944975,0.7073688537944975,-3.395554619702275,-3.395554619702275,-3.395554619702275,-0.002706187266793041,-0.002706187266793041,-0.002706187266793041,-0.2819208878281876,-0.2819208878281876,-0.2819208878281876,0.37962167182754036,0.37962167182754036,0.37962167182754036,0.0,0.0,0.0,4.6041993112812944
,,2024-10-02,20193.72262773723,21422.0,3319.1970510948904,24459.598540145984,0.8905109489051095,,247.1167883211679,2,2024-10-02,3.629751214479712,0.6530842043613483,7.986254793774406,3.629751204609545,3.6297512229561666,-1.5308784786385132,-1.5308784786385132,-1.5308784786385132,0.708101209410578,0.708101209410578,0.708101209410578,4.330970260618899,4.330970260618899,4.330970260618899,1.175184,1.175184,1.175184,-0.5498296806163484,-0.5498296806163484,-0.5498296806163484,-0.05556022543281363,-0.05556022543281363,-0.05556022543281363,0.8071720261773501,0.8071720261773501,0.8071720261773501,-4.109872534691808,-4.109872534691808,-4.109872534691808,0.008339271350537627,0.008339271350537627,0.008339271350537627,-0.25349659556818477,-0.25349659556818477,-0.25349659556818477,0.33624348559511064,0.33624348559511064,0.33624348559511064,0.0,0.0,0.0,4.33785242389029
,,2024-10-03,23309.401167883214,24621.57664233577,3601.109489051095,24042.934306569343,1.1240875912408759,,146.6131386861314,3,2024-10-03,3.629946052755277,1.1140023356283337,8.204865221643585,3.6299460426060564,3.629946061407661,-1.4320285810839573,-1.4320285810839573,-1.4320285810839573,1.033487518417743,1.033487518417743,1.033487518417743,3.7548205774579224,3.7548205774579224,3.7548205774579224,1.175184,1.175184,1.175184,-0.5214825259215972,-0.5214825259215972,-0.5214825259215972,-0.08438685596777566,-0.08438685596777566,-0.08438685596777566,0.8194516379613555,0.8194516379613555,0.8194516379613555,-3.5857680098247897,-3.5857680098247897,-3.5857680098247897,0.006428705535647999,0.006428705535647999,0.006428705535647999,0.09599456399976618,0.09599456399976618,0.09599456399976618,0.28379148033957413,0.28379148033957413,0.28379148033957413,0.0,0.0,0.0,4.6634335711730195
,,2024-10-04,14858.744525547447,15570.394160583943,2216.875912408759,16683.19708029197,0.8686131386861314,,276.97810218978105,4,2024-10-04,3.630140891030843,1.1042210799600336,8.521274097778154,3.6301408806338604,3.6301408999246645,-1.917396833136492,-1.917396833136492,-1.917396833136492,1.0992078369203404,1.0992078369203404,1.0992078369203404,5.384672430385109,5.384672430385109,5.384672430385109,1.175184,1.175184,1.175184,-0.542146149719676,-0.542146149719676,-0.542146149719676,-0.04699535176598744,-0.04699535176598744,-0.04699535176598744,1.0363522228644626,1.0363522228644626,1.0363522228644626,-5.007297004962451,-5.007297004962451,-5.007297004962451,0.00851838689568353,0.00851838689568353,0.00851838689568353,0.2430063305793652,0.2430063305793652,0.2430063305793652,0.2231636560606507,0.2231636560606507,0.2231636560606507,0.0,0.0,0.0,4.729348727951184
,,2024-10-05,15611.084671532848,15869.837956204381,2898.499270072993,15392.831386861315,0.8014598540145986,,248.18321167883215,5,2024-10-05,3.6303357293064074,1.116138969956544,8.447158751435323,3.630335718662225,3.630335738677965,-1.6783921281139724,-1.6783921281139724,-1.6783921281139724,1.2153957284193857,1.2153957284193857,1.2153957284193857,5.330751406682021,5.330751406682021,5.330751406682021,1.175184,1.175184,1.175184,-0.2001884466374831,-0.2001884466374831,-0.2001884466374831,-0.05525435204177884,-0.05525435204177884,-0.05525435204177884,1.0743809003890783,1.0743809003890783,1.0743809003890783,-4.880741948120295,-4.880741948120295,-4.880741948120295,0.009067674567464297,0.009067674567464297,0.009067674567464297,0.08497267477219592,0.08497267477219592,0.08497267477219592,0.15542750028467303,0.15542750028467303,0.15542750028467303,0.0,0.0,0.0,4.845731457725793
,,2024-10-06,16039.252510948903,16346.417518248176,2465.251094890511,21026.15474452555,0.8014598540145986,,101.56861313868616,6,2024-10-06,3.630530567581973,0.6884247211193355,8.026200295211014,3.6305305565406467,3.630530577336676,-1.8303064531539333,-1.8303064531539333,-1.8303064531539333,0.6653483327922922,0.6653483327922922,0.6653483327922922,5.2449334393799205,5.2449334393799205,5.2449334393799205,1.175184,1.175184,1.175184,-0.5739696746841654,-0.5739696746841654,-0.5739696746841654,-0.0973066046564462,-0.0973066046564462,-0.0973066046564462,0.9083598735971011,0.9083598735971011,0.9083598735971011,-4.8087176044182725,-4.8087176044182725,-4.8087176044182725,0.009067674567464297,0.009067674567464297,0.009067674567464297,-0.01766520644715793,-0.01766520644715793,-0.01766520644715793,0.0817992139236152,0.0817992139236152,0.0817992139236152,0.0,0.0,0.0,4.295878900374265
,,2024-10-07,25995.737299270073,25548.912408759126,4825.678832116789,27488.218978102188,1.0145985401459854,,270.5839416058394,0,2024-10-07,3.6307254058575382,1.410479047071713,8.616817889520439,3.6307253945423765,3.630725416101687,-1.0026450640314075,-1.0026450640314075,-1.0026450640314075,1.4356268142350255,1.4356268142350255,1.4356268142350255,3.587834670341593,3.587834670341593,3.587834670341593,1.175184,1.175184,1.175184,0.1277139697638832,0.1277139697638832,0.1277139697638832,-0.04882933595863956,-0.04882933595863956,-0.04882933595863956,0.717914825241322,0.717914825241322,0.717914825241322,-3.133885409090362,-3.133885409090362,-3.133885409090362,0.0073242832613775125,0.0073242832613775125,0.0073242832613775125,0.12910912049119333,0.12910912049119333,0.12910912049119333,0.0036197239799490855,0.0036197239799490855,0.0036197239799490855,0.0,0.0,0.0,5.066352220092564
,,2024-10-08,22064.817550364965,25087.4598540146,4134.671532846715,23672.773722627735,1.1240875912408759,,41.48175182481752,1,2024-10-08,3.6309202441331037,-0.08531891370222039,7.43223806902842,3.6309202325509324,3.630920254977516,-1.244940158343311,-1.244940158343311,-1.244940158343311,0.16870237158216939,0.16870237158216939,0.16870237158216939,3.6709287083752606,3.6709287083752606,3.6709287083752606,1.175184,1.175184,1.175184,-0.6468887434010919,-0.6468887434010919,-0.6468887434010919,-0.11454082209422338,-0.11454082209422338,-0.11454082209422338,0.8303607295085846,0.8303607295085846,0.8303607295085846,-3.7951259063830505,-3.7951259063830505,-3.7951259063830505,0.006428705535647999,0.006428705535647999,0.006428705535647999,-0.2819208878283686,-0.2819208878283686,-0.2819208878283686,-0.07767199718836992,-0.07767199718836992,-0.07767199718836992,0.0,0.0,0.0,3.799622615715273
,,2024-10-09,25390.45693430657,25341.167883211678,4277.036496350365,27756.328467153286,3.664233576642336,,267.5255474452555,2,2024-10-09,3.6311150824086686,0.5701588778430764,7.891486019974355,3.631115070570147,3.631115093932019,-1.1950212467843961,-1.1950212467843961,-1.1950212467843961,0.6015970677729657,0.6015970677729657,0.6015970677729657,3.6252433515367435,3.6252433515367435,3.6252433515367435,1.175184,1.175184,1.175184,-0.15952261051765967,-0.15952261051765967,-0.15952261051765967,-0.04970654985900625,-0.04970654985900625,-0.04970654985900625,0.7100133060422907,0.7100133060422907,0.7100133060422907,-3.2357027737520148,-3.2357027737520148,-3.2357027737520148,-0.01434869770127672,-0.01434869770127672,-0.01434869770127672,-0.25349659556905746,-0.25349659556905746,-0.25349659556905746,-0.16056772614031675,-0.16056772614031675,-0.16056772614031675,0.0,0.0,0.0,4.2327121501816345
,,2024-10-10,24358.33576642336,23850.569343065697,4596.846715328466,29591.240875912405,1.1240875912408759,,30.182481751824813,3,2024-10-10,3.6313099206842336,1.0560203300220719,8.219317458788161,3.6313099085867306,3.631309932818206,-1.082882855118979,-1.082882855118979,-1.082882855118979,0.9736936776749489,0.9736936776749489,0.9736936776749489,3.8936563238224675,3.8936563238224675,3.8936563238224675,1.175184,1.175184,1.175184,-0.05396461704779279,-0.05396461704779279,-0.05396461704779279,-0.11778169827027983,-0.11778169827027983,-0.11778169827027983,0.655936161374025,0.655936161374025,0.655936161374025,-3.409321254390674,-3.409321254390674,-3.409321254390674,0.006428705535647999,0.006428705535647999,0.006428705535647999,0.09599456400016237,0.09599456400016237,0.09599456400016237,-0.24352026927742093,-0.24352026927742093,-0.24352026927742093,0.0,0.0,0.0,4.605003598359183
,,2024-10-11,17290.30683211679,17436.671532846718,2815.6791240875914,23346.63503649635,1.0364963503649636,,374.014598540146,4,2024-10-11,3.6315047589597986,0.629113167422826,8.093969489520113,3.6315047466085755,3.6315047716963993,-1.707432219446807,-1.707432219446807,-1.707432219446807,0.6640774816386197,0.6640774816386197,0.6640774816386197,5.048610745694619,5.048610745694619,5.048610745694619,1.175184,1.175184,1.175184,-0.42913827811881716,-0.42913827811881716,-0.42913827811881716,-0.019163176130009136,-0.019163176130009136,-0.019163176130009136,0.8399724411236211,0.8399724411236211,0.8399724411236211,-4.598271237076473,-4.598271237076473,-4.598271237076473,0.00714516771623161,0.00714516771623161,0.00714516771623161,0.24300633057961632,0.24300633057961632,0.24300633057961632,-0.3249745708221799,-0.3249745708221799,-0.3249745708221799,0.0,0.0,0.0,4.295582240598418
,,2024-10-12,18438.437956204383,18583.318248175183,3090.547445255475,22580.796350364966,1.0116788321167882,,26.047445255474454,5,2024-10-12,3.631699597235364,0.3448496204430538,7.645719898818042,3.631699584343786,3.6316996104302732,-1.611052274009071,-1.611052274009071,-1.611052274009071,0.4336238036014383,0.4336238036014383,0.4336238036014383,4.842133384598563,4.842133384598563,4.842133384598563,1.175184,1.175184,1.175184,-0.42313390063962986,-0.42313390063962986,-0.42313390063962986,-0.11896771658664675,-0.11896771658664675,-0.11896771658664675,0.8625426571321818,0.8625426571321818,0.8625426571321818,-4.405138117108721,-4.405138117108721,-4.405138117108721,0.007348165334063634,0.007348165334063634,0.007348165334063634,0.08497267477319671,0.08497267477319671,0.08497267477319671,-0.40339897053212836,-0.40339897053212836,-0.40339897053212836,0.0,0.0,0.0,4.065323400836802
,,2024-10-13,13537.524087591242,13552.659854014599,2161.235036496351,21403.826277372264,0.9131386861313868,,316.3532846715329,6,2024-10-13,3.6318944355109295,-0.1916227415832038,7.589128519464104,3.631894422316931,3.6318944493263428,-1.9369067736118448,-1.9369067736118448,-1.9369067736118448,0.1314386804805201,0.1314386804805201,0.1314386804805201,5.748007055988668,5.748007055988668,5.748007055988668,1.175184,1.175184,1.175184,-0.5487641816090919,-0.5487641816090919,-0.5487641816090919,-0.0357016938563499,-0.0357016938563499,-0.0357016938563499,0.8972294250692343,0.8972294250692343,0.8972294250692343,-5.2295463804860205,-5.2295463804860205,-5.2295463804860205,0.008154185287220195,0.008154185287220195,0.008154185287220195,-0.017665206447113307,-0.017665206447113307,-0.017665206447113307,-0.47731593146327445,-0.47731593146327445,-0.47731593146327445,0.0,0.0,0.0,3.7633331159914496
,,2024-10-14,20779.328467153286,20800.16788321168,2807.459854014599,27116.1897810219,1.0802919708029197,,48.510948905109494,0,2024-10-14,3.632089273786495,0.19903815384020096,7.347992323700194,3.632089260191294,3.6320892881024225,-1.7103142278128753,-1.7103142278128753,-1.7103142278128753,0.10336776764903849,0.10336776764903849,0.10336776764903849,4.442943942488688,4.442943942488688,4.442943942488688,1.175184,1.175184,1.175184,-0.6555937817065669,-0.6555937817065669,-0.6555937817065669,-0.11252469563586266,-0.11252469563586266,-0.11252469563586266,0.7288789871355317,0.7288789871355317,0.7288789871355317,-4.011364724507988,-4.011364724507988,-4.011364724507988,0.006786936625939804,0.006786936625939804,0.006786936625939804,0.12910912049109224,0.12910912049109224,0.12910912049109224,-0.5453315711354867,-0.5453315711354867,-0.5453315711354867,0.0,0.0,0.0,3.7354570414355335
,,2024-10-15,24676.58686131387,25451.737226277375,5162.800072992701,31238.102189781024,0.7956204379562044,,126.2262773722628,1,2024-10-15,3.6322841120620595,0.27424496673425663,7.404207619731278,3.6322840981515156,3.632284126876845,-0.8844367282600514,-0.8844367282600514,-0.8844367282600514,0.1784918146038069,0.1784918146038069,0.1784918146038069,3.605333063678125,3.605333063678125,3.605333063678125,1.175184,1.175184,1.175184,-0.10860794004250501,-0.10860794004250501,-0.10860794004250501,-0.09023425077379998,-0.09023425077379998,-0.09023425077379998,0.6074011157263312,0.6074011157263312,0.6074011157263312,-3.355786579125946,-3.355786579125946,-3.355786579125946,0.00911543871283654,0.00911543871283654,0.00911543871283654,-0.2819208878272903,-0.2819208878272903,-0.2819208878272903,-0.6061633575263975,-0.6061633575263975,-0.6061633575263975,0.0,0.0,0.0,3.8107759266658663
,,2024-10-16,19213.38686131387,20057.912408759126,3090.944087591241,23379.77372262774,1.1240875912408759,,267.7226277372263,2,2024-10-16,3.6324789503376254,-0.2457352284623124,6.933049645510929,3.632478936142792,3.632478966527724,-1.6109131951711864,-1.6109131951711864,-1.6109131951711864,-0.2502942715176767,-0.2502942715176767,-0.2502942715176767,4.576602330530346,4.576602330530346,4.576602330530346,1.175184,1.175184,1.175184,-0.5133163021820608,-0.5133163021820608,-0.5133163021820608,-0.04965002294895875,-0.04965002294895875,-0.04965002294895875,0.8389958029388835,0.8389958029388835,0.8389958029388835,-4.274779923066793,-4.274779923066793,-4.274779923066793,0.006428705535647999,0.006428705535647999,0.006428705535647999,-0.2534965955689651,-0.2534965955689651,-0.2534965955689651,-0.6586653737666505,-0.6586653737666505,-0.6586653737666505,0.0,0.0,0.0,3.3821846788199488
,,2024-10-17,21564.000000000004,22387.562043795624,3735.1970802919714,24909.291970802922,0.7810218978102189,,274.94890510948903,3,2024-10-17,3.6326737886131903,0.12032224419675125,7.524053533723161,3.632673773748581,3.632673805602932,-1.3850120508677315,-1.3850120508677315,-1.3850120508677315,0.2176222726619661,0.2176222726619661,0.2176222726619661,4.157100924831088,4.157100924831088,4.157100924831088,1.175184,1.175184,1.175184,-0.35170568013823716,-0.35170568013823716,-0.35170568013823716,-0.04757736958055056,-0.04757736958055056,-0.04757736958055056,0.7939190029867502,0.7939190029867502,0.7939190029867502,-3.879371036584061,-3.879371036584061,-3.879371036584061,0.009234849076267145,0.009234849076267145,0.009234849076267145,0.09599456400011265,0.09599456400011265,0.09599456400011265,-0.7018506111999099,-0.7018506111999099,-0.7018506111999099,0.0,0.0,0.0,3.8502960612751567
,,2024-10-18,23985.781386861316,23767.58394160584,4016.7010189781026,30399.642335766424,1.1240875912408759,,100.48175182481754,4,2024-10-18,3.6328686268887553,-0.014268875037646945,7.664792382648997,3.632868610952809,3.632868644642144,-1.286305389671566,-1.286305389671566,-1.286305389671566,0.3745060422854716,0.3745060422854716,0.3745060422854716,3.908599554787918,3.908599554787918,3.908599554787918,1.175184,1.175184,1.175184,-0.30877446999169744,-0.30877446999169744,-0.30877446999169744,-0.09761834009741183,-0.09761834009741183,-0.09761834009741183,0.6321115676299963,0.6321115676299963,0.6321115676299963,-3.471990568176282,-3.471990568176282,-3.471990568176282,0.006428705535647999,0.006428705535647999,0.006428705535647999,0.2430063305789879,0.2430063305789879,0.2430063305789879,-0.7349098183018192,-0.7349098183018192,-0.7349098183018192,0.0,0.0,0.0,4.007374669174227
